Date,Open,High,Low,Close,Adj Close,Volume
1993/1/29,43.96875,43.96875,43.75,43.9375,26.299288,1003200
1993/2/1,43.96875,44.25,43.96875,44.25,26.486324,480500
1993/2/2,44.21875,44.375,44.125,44.34375,26.542448,201300
1993/2/3,44.40625,44.84375,44.375,44.8125,26.822998,529400
1993/2/4,44.96875,45.09375,44.46875,45,26.93524,531500
1993/2/5,44.96875,45.0625,44.71875,44.96875,26.916538,492100
1993/2/8,44.96875,45.125,44.90625,44.96875,26.916538,596100
1993/2/9,44.8125,44.8125,44.5625,44.65625,26.72949,122100
1993/2/10,44.65625,44.75,44.53125,44.71875,26.766899,379600
1993/2/11,44.78125,45.125,44.78125,44.9375,26.897835,19500
1993/2/12,44.875,44.875,44.59375,44.59375,26.692072,42500
1993/2/16,44.46875,44.46875,43.40625,43.46875,26.0187,374800
1993/2/17,43.46875,43.53125,43.28125,43.4375,25.999992,210900
1993/2/18,43.9375,43.9375,42.8125,43.40625,25.981276,378100
1993/2/19,43.40625,43.5625,43.34375,43.5625,26.074812,34900
1993/2/22,43.6875,43.78125,43.5625,43.71875,26.168346,513600
1993/2/23,43.84375,43.875,43.46875,43.6875,26.149637,373700
1993/2/24,43.71875,44.25,43.71875,44.25,26.486324,26300
1993/2/25,44.21875,44.375,44.125,44.34375,26.542448,44500
1993/2/26,44.4375,44.4375,44.1875,44.40625,26.579865,66200
1993/3/1,44.5625,44.5625,44.21875,44.28125,26.505026,66500
1993/3/2,44.3125,44.9375,44.25,44.9375,26.897835,182400
1993/3/3,45,45.15625,44.9375,45.125,27.010061,280100
1993/3/4,45.1875,45.1875,44.875,44.875,26.860428,89500
1993/3/5,44.9375,45.125,44.71875,44.75,26.785612,40000
1993/3/8,44.84375,45.75,44.84375,45.75,27.384171,50800
1993/3/9,45.65625,45.6875,45.5,45.59375,27.29064,169300
1993/3/10,45.59375,45.6875,45.40625,45.6875,27.346737,194400
1993/3/11,45.71875,45.84375,45.5,45.5625,27.271942,70900
1993/3/12,45.1875,45.21875,44.8125,45.09375,26.991364,643600
1993/3/15,45.0625,45.3125,45.0625,45.3125,27.122303,310800
1993/3/16,45.3125,45.4375,45.3125,45.3125,27.122303,30800
1993/3/17,45.25,45.25,44.96875,45.03125,26.953955,21800
1993/3/18,45.21875,45.5,45.21875,45.3125,27.122303,59300
1993/3/19,45.28125,45.28125,45.03125,45.03125,27.081253,66900
1993/3/22,44.59375,44.875,44.5625,44.78125,26.930897,183400
1993/3/23,44.90625,44.9375,44.8125,44.875,26.987293,55200
1993/3/24,44.8125,45.0625,44.59375,44.875,26.987293,37200
1993/3/25,44.90625,45.25,44.84375,45.15625,27.156414,110100
1993/3/26,45.125,45.15625,44.875,44.90625,27.006079,101500
1993/3/29,44.9375,45.3125,44.9375,45.09375,27.118855,87100
1993/3/30,45.15625,45.21875,45.09375,45.21875,27.194014,56000
1993/3/31,45.34375,45.46875,45.1875,45.1875,27.175211,111600
1993/4/1,45.25,45.25,44.9375,45.03125,27.081253,129500
1993/4/2,44.65625,44.65625,44.09375,44.09375,26.517452,59400
1993/4/5,44.4375,44.4375,44.1875,44.3125,26.649002,172200
1993/4/6,44.40625,44.40625,44.0625,44.1875,26.573824,129700
1993/4/7,44.25,44.34375,44.15625,44.34375,26.667795,28000
1993/4/8,44.53125,44.53125,44.09375,44.28125,26.630207,180800
1993/4/12,44.71875,44.9375,44.65625,44.90625,27.006079,348500
1993/4/13,44.875,45.15625,44.84375,45,27.062454,146100
1993/4/14,45.03125,45.0625,44.90625,44.9375,27.024878,119600
1993/4/15,44.90625,45.03125,44.75,44.9375,27.024878,148600
1993/4/16,44.96875,45.03125,44.875,44.9375,27.024878,47900
1993/4/19,44.9375,45.0625,44.71875,44.75,26.912119,157000
1993/4/20,44.6875,44.75,44.25,44.53125,26.780556,279500
1993/4/21,44.625,44.625,44.375,44.5,26.76178,67900
1993/4/22,44.3125,44.6875,43.9375,43.9375,26.423485,97700
1993/4/23,43.84375,43.96875,43.6875,43.75,26.310705,106000
1993/4/26,43.78125,43.9375,43.28125,43.40625,26.103985,62600
1993/4/27,43.34375,43.875,43.34375,43.875,26.385897,156800
1993/4/28,43.8125,43.90625,43.71875,43.78125,26.329517,85900
1993/4/29,43.875,43.96875,43.625,43.96875,26.442284,85000
1993/4/30,44.125,44.28125,44.03125,44.03125,26.479858,88500
1993/5/3,44.09375,44.3125,43.90625,44.3125,26.649002,80500
1993/5/4,44.40625,44.625,44.34375,44.46875,26.742975,149100
1993/5/5,44.46875,44.75,44.46875,44.59375,26.818151,109000
1993/5/6,44.53125,44.5625,44.40625,44.4375,26.724173,54700
1993/5/7,44.46875,44.46875,44.28125,44.34375,26.667795,68000
1993/5/10,44.40625,44.6875,44.40625,44.4375,26.724173,113900
1993/5/11,44.4375,44.625,44.3125,44.625,26.836931,42600
1993/5/12,44.4375,44.59375,44.4375,44.5625,26.79936,31000
1993/5/13,44.375,44.375,44,44.03125,26.479858,129100
1993/5/14,44.03125,44.15625,43.96875,44,26.461075,63500
1993/5/17,44.125,44.15625,43.9375,44.15625,26.555033,34000
1993/5/18,44.1875,44.21875,43.96875,44.125,26.536251,105200
1993/5/19,44.125,45.03125,43.84375,45.03125,27.081253,50200
1993/5/20,45.03125,45.15625,44.9375,45.15625,27.156414,98200
1993/5/21,45.1875,45.25,44.71875,44.75,26.912119,221400
1993/5/24,44.84375,45.09375,44.84375,44.9375,27.024878,30500
1993/5/25,45.125,45.125,45.03125,45.03125,27.081253,191800
1993/5/26,45.15625,45.625,45.125,45.59375,27.419529,102400
1993/5/27,45.65625,45.65625,45.375,45.4375,27.325569,53800
1993/5/28,45.40625,45.40625,45,45.21875,27.194014,79100
1993/6/1,45.375,45.8125,45.3125,45.65625,27.457119,28300
1993/6/2,45.53125,45.75,45.34375,45.59375,27.419529,20300
1993/6/3,45.5,45.5,45.34375,45.4375,27.325569,21600
1993/6/4,45.3125,45.3125,45.09375,45.28125,27.231596,32000
1993/6/7,45.375,45.375,45.125,45.125,27.137621,121400
1993/6/8,45,45,44.71875,44.71875,26.893314,104500
1993/6/9,44.875,45.0625,44.8125,44.875,26.987293,43300
1993/6/10,44.84375,44.9375,44.75,44.90625,27.006079,17900
1993/6/11,45.0625,45.15625,44.90625,45.09375,27.118855,647400
1993/6/14,45.15625,45.1875,45.03125,45.03125,27.081253,64200
1993/6/15,45.09375,45.125,44.9375,44.9375,27.024878,142400
1993/6/16,44.9375,45.03125,44.8125,45.03125,27.081253,330900
1993/6/17,45.125,45.1875,45.03125,45.1875,27.175211,37400
1993/6/18,44.84375,44.84375,44.5,44.5,26.95145,58500
1993/6/21,44.625,44.625,44.53125,44.59375,27.008213,29300
1993/6/22,44.65625,44.65625,44.5625,44.625,27.027128,137500
1993/6/23,44.625,44.625,44.21875,44.21875,26.781092,227600
1993/6/24,44.34375,44.8125,44.34375,44.8125,27.140688,243700
1993/6/25,44.78125,44.90625,44.75,44.78125,27.121758,44800
1993/6/28,45,45.28125,44.9375,45.28125,27.424593,439900
1993/6/29,45.21875,45.21875,45,45.0625,27.292105,207500
1993/6/30,45.125,45.21875,45,45.0625,27.292105,437600
1993/7/1,45.125,45.125,44.875,44.9375,27.2164,605700
1993/7/2,44.78125,44.8125,44.53125,44.6875,27.064991,285400
1993/7/6,44.625,44.75,44.15625,44.21875,26.781092,246400
1993/7/7,44.1875,44.40625,44.1875,44.34375,26.856804,343700
1993/7/8,44.375,44.9375,44.3125,44.84375,27.159624,248200
1993/7/9,44.84375,44.96875,44.75,44.96875,27.235321,378200
1993/7/12,44.90625,44.96875,44.84375,44.9375,27.2164,373700
1993/7/13,44.96875,45.09375,44.65625,44.90625,27.19747,389600
1993/7/14,44.9375,45.1875,44.90625,45.0625,27.292105,617300
1993/7/15,45.03125,45.03125,44.78125,44.875,27.178558,443800
1993/7/16,44.90625,44.9375,44.6875,44.75,27.102844,216400
1993/7/19,44.75,44.75,44.59375,44.71875,27.08391,188200
1993/7/20,44.6875,44.84375,44.46875,44.84375,27.159624,68500
1993/7/21,44.78125,44.8125,44.65625,44.8125,27.140688,142700
1993/7/22,44.75,44.8125,44.5,44.5,26.95145,632400
1993/7/23,44.59375,44.71875,44.5625,44.71875,27.08391,286200
1993/7/26,44.84375,45.0625,44.84375,44.96875,27.235321,121300
1993/7/27,45,45.03125,44.78125,44.9375,27.2164,92800
1993/7/28,44.84375,44.9375,44.78125,44.84375,27.159624,30800
1993/7/29,44.9375,45.21875,44.875,45.09375,27.311049,331000
1993/7/30,45.09375,45.09375,44.78125,44.84375,27.159624,75300
1993/8/2,44.90625,45.125,44.90625,44.96875,27.235321,41300
1993/8/3,45.0625,45.1875,44.84375,45,27.254253,81600
1993/8/4,45,45.09375,44.875,45,27.254253,434000
1993/8/5,45,45,44.84375,44.90625,27.19747,36800
1993/8/6,45.03125,45.0625,44.90625,44.96875,27.235321,402300
1993/8/9,45.09375,45.34375,45,45.21875,27.386745,828200
1993/8/10,45.1875,45.21875,45.125,45.1875,27.367802,604900
1993/8/11,45.15625,45.3125,45.15625,45.1875,27.367802,542200
1993/8/12,45.3125,45.3125,44.90625,45.0625,27.292105,303700
1993/8/13,45.09375,45.15625,45.09375,45.125,27.32995,103500
1993/8/16,45.15625,45.5,45.15625,45.375,27.481369,241800
1993/8/17,45.34375,45.53125,45.34375,45.53125,27.576014,369300
1993/8/18,45.6875,45.875,45.65625,45.78125,27.727409,414300
1993/8/19,45.8125,45.8125,45.71875,45.78125,27.727409,28500
1993/8/20,45.6875,45.8125,45.65625,45.8125,27.746349,80700
1993/8/23,45.625,45.75,45.625,45.71875,27.68955,15600
1993/8/24,45.71875,46.21875,45.71875,46.21875,27.992378,273400
1993/8/25,46.21875,46.4375,46.15625,46.25,28.011311,242300
1993/8/26,46.28125,46.53125,46.09375,46.28125,28.030224,120000
1993/8/27,46.15625,46.25,46.15625,46.25,28.011311,25700
1993/8/30,46.28125,46.5,46.28125,46.4375,28.124884,183500
1993/8/31,46.40625,46.5625,46.34375,46.5625,28.200592,66500
1993/9/1,46.40625,46.59375,46.40625,46.5,28.162729,136500
1993/9/2,46.53125,46.59375,46.3125,46.34375,28.0681,472400
1993/9/3,46.3125,46.4375,46.25,46.375,28.087009,630500
1993/9/7,46.375,46.4375,46,46.0625,27.897758,196400
1993/9/8,46.0625,46.0625,45.59375,45.90625,27.803139,269900
1993/9/9,45.71875,46.03125,45.71875,46,27.859911,239200
1993/9/10,46.125,46.4375,46.0625,46.40625,28.105949,106500
1993/9/13,46.5625,46.5625,46.4375,46.4375,28.124884,66900
1993/9/14,46.3125,46.3125,46.09375,46.25,28.011311,184500
1993/9/15,46.0625,46.40625,45.90625,46.375,28.087009,101000
1993/9/16,46.3125,46.34375,46.15625,46.1875,27.973475,54300
1993/9/17,45.875,45.90625,45.75,45.8125,27.91922,200900
1993/9/20,45.875,45.96875,45.4375,45.4375,27.690691,57800
1993/9/21,45.5,45.5625,44.8125,45.28125,27.595467,318200
1993/9/22,45.4375,45.71875,45.375,45.65625,27.824009,439700
1993/9/23,45.78125,45.9375,45.71875,45.90625,27.976372,88500
1993/9/24,45.84375,45.875,45.71875,45.78125,27.90019,53500
1993/9/27,46.125,46.28125,46.125,46.28125,28.204903,274600
1993/9/28,46.3125,46.3125,46.15625,46.1875,28.147768,158300
1993/9/29,46.1875,46.3125,45.96875,46.03125,28.052542,221000
1993/9/30,46.03125,46.125,45.84375,45.9375,27.99539,99300
1993/10/1,45.875,46.21875,45.8125,46.15625,28.128716,22700
1993/10/4,46.21875,46.21875,46.09375,46.21875,28.166813,1038500
1993/10/5,46.3125,46.3125,46,46.15625,28.128716,436500
1993/10/6,46.1875,46.375,46.125,46.125,28.109667,209200
1993/10/7,46.1875,46.1875,45.96875,46,28.033489,59400
1993/10/8,46.125,46.15625,45.71875,46.0625,28.071579,54400
1993/10/11,46.15625,46.25,46.15625,46.15625,28.128716,467100
1993/10/12,46.21875,46.25,46.1875,46.21875,28.166813,26200
1993/10/13,46.25,46.25,46.15625,46.21875,28.166813,139100
1993/10/14,46.40625,46.8125,46.28125,46.8125,28.528648,108100
1993/10/15,47.03125,47.15625,46.90625,47.0625,28.681004,1502500
1993/10/18,47.03125,47.03125,46.875,46.9375,28.604834,722400
1993/10/19,46.875,46.96875,46.59375,46.59375,28.395338,880100
1993/10/20,46.75,46.75,46.5625,46.65625,28.433422,230400
1993/10/21,46.6875,46.6875,46.53125,46.59375,28.395338,56200
1993/10/22,46.65625,46.84375,46.375,46.375,28.262026,390700
1993/10/25,46.40625,46.5625,46.28125,46.5,28.338192,114500
1993/10/26,46.46875,46.5,46.3125,46.46875,28.319157,186200
1993/10/27,46.40625,46.53125,46.40625,46.5,28.338192,118400
1993/10/28,46.5625,46.96875,46.5625,46.84375,28.547701,129600
1993/10/29,46.8125,46.875,46.78125,46.84375,28.547701,80700
1993/11/1,46.78125,47,46.78125,46.96875,28.623861,36400
1993/11/2,46.90625,47,46.65625,46.9375,28.604834,262100
1993/11/3,46.90625,46.90625,46.125,46.34375,28.242989,479100
1993/11/4,46.34375,46.34375,45.8125,45.84375,27.938265,130400
1993/11/5,45.71875,46.0625,45.53125,46.0625,28.071579,363200
1993/11/8,46.09375,46.25,45.96875,46.125,28.109667,367600
1993/11/9,46.4375,46.46875,46.125,46.15625,28.128716,246900
1993/11/10,46.15625,46.5,46.03125,46.5,28.338192,46500
1993/11/11,46.5,46.625,46.34375,46.375,28.262026,88900
1993/11/12,46.46875,46.75,46.4375,46.59375,28.395338,108200
1993/11/15,46.6875,46.6875,46.4375,46.5625,28.376299,243300
1993/11/16,46.65625,46.8125,46.46875,46.78125,28.509607,492600
1993/11/17,46.8125,46.8125,46.40625,46.53125,28.357244,39600
1993/11/18,46.46875,46.5625,46.28125,46.40625,28.281067,240800
1993/11/19,46.25,46.375,46.21875,46.3125,28.223936,106000
1993/11/22,46.1875,46.21875,45.875,46.03125,28.052542,165300
1993/11/23,46.28125,46.3125,46.03125,46.28125,28.204903,89700
1993/11/24,46.40625,46.5,46.34375,46.46875,28.319157,77200
1993/11/26,46.59375,46.59375,46.46875,46.5,28.338192,1019800
1993/11/29,46.625,46.71875,46.3125,46.3125,28.223936,517500
1993/11/30,46.28125,46.5625,46.25,46.34375,28.242989,230000
1993/12/1,46.59375,46.625,46.40625,46.40625,28.281067,379200
1993/12/2,46.5,46.5625,46.40625,46.53125,28.357244,352000
1993/12/3,46.5,46.71875,46.5,46.71875,28.4715,306000
1993/12/6,46.78125,46.9375,46.78125,46.875,28.566734,99500
1993/12/7,46.875,46.90625,46.78125,46.84375,28.547701,88800
1993/12/8,46.84375,46.84375,46.78125,46.84375,28.547701,146700
1993/12/9,46.84375,46.90625,46.625,46.6875,28.452469,416500
1993/12/10,46.71875,46.71875,46.5,46.59375,28.395338,412900
1993/12/13,46.59375,46.875,46.53125,46.875,28.566734,273200
1993/12/14,46.90625,46.90625,46.53125,46.53125,28.357244,41900
1993/12/15,46.59375,46.625,46.46875,46.46875,28.319157,82600
1993/12/16,46.65625,46.65625,46.5625,46.625,28.414354,78200
1993/12/17,46.40625,46.59375,46.375,46.5625,28.570549,104700
1993/12/20,46.53125,46.65625,46.5,46.625,28.608883,68800
1993/12/21,46.5625,46.5625,46.40625,46.46875,28.513027,205700
1993/12/22,46.59375,46.8125,46.5,46.78125,28.704771,410300
1993/12/23,46.75,46.84375,46.6875,46.75,28.685579,533800
1993/12/27,46.75,47,46.75,47,28.838985,447100
1993/12/28,46.96875,47.125,46.9375,47.09375,28.896519,880600
1993/12/29,47.125,47.15625,47,47.03125,28.85816,266700
1993/12/30,47,47,46.75,46.84375,28.743099,219900
1993/12/31,46.9375,47,46.5625,46.59375,28.589708,312900
1994/1/3,46.59375,46.65625,46.40625,46.46875,28.513027,960900
1994/1/4,46.53125,46.65625,46.46875,46.65625,28.628061,164300
1994/1/5,46.71875,46.78125,46.53125,46.75,28.685579,710900
