Date,Open,High,Low,Close,Adj Close,Volume
1994/1/6,46.8125,46.84375,46.6875,46.75,28.685579,201000
1994/1/7,46.84375,47.0625,46.71875,47.03125,28.85816,775500
1994/1/10,47.09375,47.59375,46.96875,47.59375,29.203321,593700
1994/1/11,47.5625,47.5625,47.34375,47.5,29.145796,295200
1994/1/12,47.53125,47.53125,47.1875,47.34375,29.049919,158400
1994/1/13,47.21875,47.3125,47.15625,47.21875,28.973202,244300
1994/1/14,47.375,47.5,47.375,47.40625,29.088272,137200
1994/1/17,47.40625,47.46875,47.3125,47.40625,29.088272,17700
1994/1/18,47.46875,47.53125,47.375,47.46875,29.126585,166400
1994/1/19,47.40625,47.46875,47.25,47.34375,29.049919,200800
1994/1/20,47.40625,47.5,47.375,47.46875,29.126585,281100
1994/1/21,47.53125,47.53125,47.34375,47.375,29.069094,85600
1994/1/24,47.34375,47.5625,47.1875,47.1875,28.954042,373800
1994/1/25,47.21875,47.25,47.09375,47.1875,28.954042,310400
1994/1/26,47.1875,47.34375,47.125,47.3125,29.030733,145100
1994/1/27,47.40625,47.8125,47.34375,47.75,29.299191,344500
1994/1/28,47.9375,48.03125,47.875,47.875,29.375881,356500
1994/1/31,48.0625,48.3125,48,48.21875,29.586815,313800
1994/2/1,48.15625,48.15625,47.90625,47.96875,29.433405,303600
1994/2/2,48.125,48.28125,48.09375,48.28125,29.625149,307600
1994/2/3,48.1875,48.1875,47.90625,48.0625,29.490934,466100
1994/2/4,48.0625,48.125,46.96875,46.96875,28.819815,1403200
1994/2/7,46.84375,47.3125,46.84375,47.1875,28.954042,516400
1994/2/8,47.28125,47.28125,47.03125,47.21875,28.973202,188200
1994/2/9,47.25,47.4375,47.1875,47.40625,29.088272,144600
1994/2/10,47.375,47.40625,47,47,28.838985,883900
1994/2/11,47.03125,47.28125,46.8125,47.15625,28.934862,519400
1994/2/14,47.0625,47.375,47,47.21875,28.973202,2742100
1994/2/15,47.3125,47.5,47.25,47.46875,29.126585,374700
1994/2/16,47.53125,47.53125,47.34375,47.4375,29.107433,287600
1994/2/17,47.65625,47.6875,47.03125,47.15625,28.934862,342400
1994/2/18,47.1875,47.21875,46.75,46.875,28.762299,313300
1994/2/22,47,47.34375,47,47.34375,29.049919,154500
1994/2/23,47.40625,47.4375,47.0625,47.21875,28.973202,391700
1994/2/24,47.0625,47.0625,46.5625,46.59375,28.589708,770800
1994/2/25,46.65625,46.8125,46.5625,46.8125,28.723936,531300
1994/2/28,46.9375,47.0625,46.8125,46.8125,28.723936,333000
1994/3/1,46.8125,46.90625,46.375,46.625,28.608883,423600
1994/3/2,46.03125,46.6875,45.90625,46.6875,28.64723,581500
1994/3/3,46.625,46.625,46.4375,46.5625,28.570549,223200
1994/3/4,46.5625,46.8125,46.40625,46.6875,28.64723,595800
1994/3/7,46.84375,47,46.84375,46.9375,28.800625,539800
1994/3/8,46.96875,46.96875,46.6875,46.75,28.685579,880300
1994/3/9,46.8125,47,46.59375,46.96875,28.819815,2500100
1994/3/10,46.9375,46.9375,46.4375,46.59375,28.589708,207400
1994/3/11,46.65625,46.90625,46.40625,46.84375,28.743099,576600
1994/3/14,47.03125,47.03125,46.84375,46.90625,28.781473,345900
1994/3/15,47,47.09375,46.84375,46.875,28.762299,748600
1994/3/16,46.9375,47.25,46.78125,47.25,28.992378,455500
1994/3/17,47.09375,47.3125,47.09375,47.25,28.992378,133000
1994/3/18,46.75,47.03125,46.71875,46.96875,28.986059,365500
1994/3/21,46.8125,46.9375,46.71875,46.84375,28.908911,324800
1994/3/22,46.84375,47.0625,46.75,46.96875,28.986059,435700
1994/3/23,46.9375,47.0625,46.90625,46.9375,28.96678,698500
1994/3/24,46.75,46.84375,46.15625,46.375,28.619629,1200500
1994/3/25,46.40625,46.53125,45.9375,45.9375,28.349644,100900
1994/3/28,46,46.0625,45.59375,46,28.388208,1117200
1994/3/29,46,46.03125,45.09375,45.09375,27.828934,338400
1994/3/30,45.125,45.25,44.46875,44.46875,27.44322,1123900
1994/3/31,44.46875,44.6875,43.53125,44.59375,27.520372,788800
1994/4/4,43.34375,44.03125,43.34375,43.90625,27.096088,2627300
1994/4/5,44.34375,44.8125,44.34375,44.8125,27.655357,1179000
1994/4/6,44.875,44.90625,44.5,44.8125,27.655357,516500
1994/4/7,44.78125,45.125,44.53125,45.03125,27.790356,666100
1994/4/8,44.9375,44.9375,44.46875,44.6875,27.578234,242400
1994/4/11,44.8125,45.0625,44.703125,44.875,27.693937,203300
1994/4/12,44.921875,45,44.71875,44.8125,27.655357,1409200
1994/4/13,44.796875,44.90625,44.25,44.578125,27.510723,364100
1994/4/14,44.5,44.828125,44.40625,44.59375,27.520372,419900
1994/4/15,44.578125,44.78125,44.515625,44.59375,27.520372,387300
1994/4/18,44.640625,44.765625,44.15625,44.296875,27.337147,369100
1994/4/19,44.25,44.53125,43.984375,44.359375,27.375734,472200
1994/4/20,44.40625,44.515625,44.078125,44.3125,27.346804,508000
1994/4/21,44.5,44.96875,44.34375,44.90625,27.713223,200300
1994/4/22,45.015625,45.046875,44.734375,44.859375,27.684288,301800
1994/4/25,44.84375,45.359375,44.84375,45.328125,27.973581,394600
1994/4/26,45.265625,45.34375,45.1875,45.28125,27.944651,399000
1994/4/28,45.1875,45.25,44.8125,44.953125,27.742149,287000
1994/4/29,44.875,45.15625,44.8125,45.09375,27.828934,481900
1994/5/2,45.09375,45.71875,44.9375,45.375,28.002497,275000
1994/5/3,45.390625,45.40625,45.0625,45.328125,27.973581,183400
1994/5/4,45.421875,45.421875,45.078125,45.25,27.925362,401900
1994/5/5,45.296875,45.375,45.1875,45.1875,27.886799,659800
1994/5/6,44.96875,44.96875,44.59375,44.75,27.616806,216300
1994/5/9,44.625,44.75,44.28125,44.359375,27.375734,499300
1994/5/10,44.578125,44.84375,44.546875,44.703125,27.587868,583400
1994/5/11,44.65625,44.71875,44.171875,44.296875,27.337147,210600
1994/5/12,44.578125,44.625,44.40625,44.515625,27.472164,305200
1994/5/13,44.640625,44.640625,44.296875,44.515625,27.472164,321300
1994/5/16,44.609375,44.75,44.515625,44.53125,27.481785,450400
1994/5/17,44.5625,45.1875,44.5,45.1875,27.886799,470200
1994/5/18,45.21875,45.6875,45.015625,45.515625,28.089298,824800
1994/5/19,45.421875,45.859375,45.421875,45.734375,28.224293,531000
1994/5/20,45.65625,45.6875,45.5,45.5625,28.118214,370400
1994/5/23,45.515625,45.53125,45.34375,45.484375,28.070004,262700
1994/5/24,45.609375,45.84375,45.609375,45.671875,28.185707,549600
1994/5/25,45.5,45.828125,45.34375,45.796875,28.26284,738200
1994/5/26,45.78125,45.9375,45.734375,45.828125,28.28215,369600
1994/5/27,45.75,45.875,45.671875,45.875,28.311081,162000
1994/5/31,45.734375,45.90625,45.65625,45.8125,28.27249,160000
1994/6/1,45.703125,46.015625,45.5625,46.015625,28.397863,200500
1994/6/2,46.046875,46.046875,45.890625,45.96875,28.368929,55100
1994/6/3,46,46.390625,45.859375,46.234375,28.532858,550400
1994/6/6,46.328125,46.46875,46.1875,46.21875,28.523203,99300
1994/6/7,46.140625,46.21875,46.03125,46.15625,28.484642,120600
1994/6/8,46.265625,46.265625,45.78125,45.78125,28.253216,131900
1994/6/9,45.984375,46.03125,45.890625,46.03125,28.407507,80500
1994/6/10,46.078125,46.203125,46.078125,46.109375,28.455723,83100
1994/6/13,46.046875,46.1875,46.03125,46.171875,28.494284,109700
1994/6/14,46.3125,46.546875,46.3125,46.53125,28.716059,161000
1994/6/15,46.546875,46.5625,46.3125,46.34375,28.600357,142800
1994/6/16,46.34375,46.46875,46.296875,46.4375,28.658209,44000
1994/6/17,46.15625,46.203125,45.8125,45.875,28.498253,403800
1994/6/20,45.546875,45.625,45.4375,45.484375,28.255585,137400
1994/6/21,45.453125,45.453125,44.90625,45.09375,28.012924,139200
1994/6/22,45.21875,45.421875,45.171875,45.265625,28.119699,279900
1994/6/23,45.34375,45.40625,44.9375,45,27.954681,922500
1994/6/24,44.78125,44.78125,44,44.0625,27.37229,353800
1994/6/27,44.234375,44.828125,44.015625,44.828125,27.847918,371200
1994/6/28,44.84375,44.84375,44.25,44.609375,27.712029,5382300
1994/6/29,44.671875,45.015625,44.625,44.75,27.799395,311800
1994/6/30,44.828125,44.84375,44.3125,44.46875,27.624657,271900
1994/7/1,44.6875,44.6875,44.375,44.5625,27.682888,406900
1994/7/5,44.65625,44.859375,44.515625,44.796875,27.828495,112000
1994/7/6,44.625,44.8125,44.46875,44.734375,27.78968,174800
1994/7/7,44.734375,44.921875,44.6875,44.921875,27.906151,66700
1994/7/8,44.640625,44.984375,44.625,44.90625,27.896441,148400
1994/7/11,44.9375,45.015625,44.53125,44.75,27.799395,124000
1994/7/12,44.765625,44.828125,44.515625,44.8125,27.838194,257300
1994/7/13,44.828125,45.03125,44.828125,44.890625,27.886745,532700
1994/7/14,45.109375,45.46875,45.078125,45.375,28.187632,494200
1994/7/15,45.34375,45.484375,45.328125,45.390625,28.197365,49100
1994/7/18,45.390625,45.578125,45.390625,45.46875,28.245882,72300
1994/7/19,45.546875,45.5625,45.375,45.375,28.187632,609500
1994/7/20,45.40625,45.40625,45.0625,45.171875,28.061453,185300
1994/7/21,45.171875,45.296875,45.078125,45.265625,28.119699,86300
1994/7/22,45.375,45.40625,45.25,45.34375,28.168224,151600
1994/7/25,45.359375,45.453125,45.3125,45.40625,28.207052,120900
1994/7/26,45.390625,45.421875,45.3125,45.359375,28.177919,489600
1994/7/27,45.359375,45.359375,45.171875,45.359375,28.177919,83200
1994/7/28,45.359375,45.578125,45.359375,45.453125,28.236172,828200
1994/7/29,45.765625,46.046875,45.75,45.90625,28.517664,459100
1994/8/1,45.9375,46.15625,45.890625,46.125,28.653543,486300
1994/8/2,46.28125,46.375,46.03125,46.1875,28.692385,505500
1994/8/3,46.171875,46.234375,46.09375,46.203125,28.702076,144100
1994/8/4,46.171875,46.21875,45.921875,45.9375,28.537071,231700
1994/8/5,45.703125,45.84375,45.65625,45.78125,28.440008,138400
1994/8/8,45.828125,45.9375,45.78125,45.890625,28.507946,328600
1994/8/9,45.71875,45.96875,45.71875,45.96875,28.556488,105900
1994/8/10,46,46.1875,45.9375,46.140625,28.663252,840300
1994/8/11,46.03125,46.234375,45.734375,45.96875,28.556488,876200
1994/8/12,46.046875,46.34375,46.046875,46.328125,28.779736,184100
1994/8/15,46.375,46.484375,46.3125,46.3125,28.770033,325900
1994/8/16,46.34375,46.6875,46.15625,46.640625,28.973858,1089500
1994/8/17,46.703125,46.734375,46.578125,46.609375,28.954462,133700
1994/8/18,46.453125,46.5625,46.40625,46.453125,28.857382,620000
1994/8/19,46.46875,46.515625,46.3125,46.421875,28.837967,103200
1994/8/22,46.4375,46.4375,46.28125,46.375,28.808842,79700
1994/8/23,46.578125,46.859375,46.515625,46.640625,28.973858,268600
1994/8/24,46.6875,47.140625,46.671875,47.140625,29.284475,254700
1994/8/25,47.09375,47.203125,46.890625,47.015625,29.206821,147400
1994/8/26,47.125,47.78125,47.125,47.6875,29.624201,339500
1994/8/29,47.8125,47.984375,47.640625,47.65625,29.604784,350300
1994/8/30,47.640625,47.859375,47.578125,47.78125,29.682434,36000
1994/8/31,47.703125,47.890625,47.59375,47.65625,29.604784,356200
1994/9/1,47.5,47.53125,47.328125,47.5,29.507727,294600
1994/9/2,47.71875,47.71875,47.21875,47.296875,29.381533,99600
1994/9/6,47.265625,47.359375,47.125,47.3125,29.391247,229800
1994/9/7,47.421875,47.421875,47.21875,47.265625,29.362127,27900
1994/9/8,47.359375,47.5625,47.34375,47.5,29.507727,284800
1994/9/9,47.03125,47.125,46.8125,47,29.197121,488400
1994/9/12,47,47.0625,46.78125,46.859375,29.109753,129400
1994/9/13,46.953125,47.125,46.859375,47,29.197121,389200
