,Unnamed: 0,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,year,month,day,weeknumber
0,-0.4146825396825397,-0.14573286251523662,-0.13702976798518174,0.288760622093956,0.29390816155522176,0.2874153336215581,0.2859710868907064,0.053652968036529684,-0.16825541335304853,,-0.5138888888888888,-0.42407407407407405,0.2534722222222222
1,-0.3670634920634921,-0.12690148274383856,-0.11511023946275248,0.31040564373897744,0.3406653259594448,0.29390041792765415,0.29823266727217773,0.04337899543378996,-0.13784838781654213,,-0.5138888888888888,-0.3907407407407407,0.5034722222222222
2,-0.3194444444444445,-0.14492650744712374,-0.13637957378631504,0.3147346480679819,0.30295793531087767,0.28222726617668137,0.26825991522858117,-0.06278538812785388,-0.1306849781534322,,-0.5138888888888888,-0.2907407407407407,-0.4965277777777778
3,-0.27182539682539686,-0.04272039079432275,-0.023411618763489815,0.28154561487894864,0.2697754315401388,0.22126747369937935,0.23147517408416707,-0.07990867579908677,-0.048605491281354496,,-0.5138888888888888,-0.25740740740740736,-0.2465277777777778
4,-0.22420634920634924,-0.10875536395792429,-0.09783820196473005,0.2252685586018923,0.22905144963968635,0.19792117019743385,0.2055896155010606,-0.05251141552511415,-0.10224114647857305,,-0.5138888888888888,-0.22407407407407404,0.00347222222222221
5,-0.17658730158730163,-0.15480225458917082,-0.14837098813710073,0.2252685586018923,0.2426261102731705,0.2316436085891327,0.23283757190433027,0.08105022831050229,-0.1605075413952497,,-0.5138888888888888,-0.1907407407407407,0.2534722222222222
6,-0.128968253968254,-0.16636575998946299,-0.16133730215918296,0.2642295975629312,0.2531841796547693,0.24331676034010544,0.23147517408416707,0.009132420091324207,-0.1584844026828651,,-0.5138888888888888,-0.15740740740740738,0.5034722222222222
7,-0.08134920634920638,-0.16837857067355055,-0.16339431598539414,0.24979958313291709,0.2531841796547693,0.2498018446462015,0.2519111413866192,0.06392694063926942,-0.15213024850470902,,-0.5138888888888888,-0.05740740740740738,-0.4965277777777778
8,-0.033730158730158756,-0.17017454782245933,-0.16495460581123064,0.275773609106943,0.2788252052957947,0.2770391987318047,0.27643430214956194,0.07420091324200914,-0.15825960949260015,,-0.5138888888888888,-0.024074074074074046,-0.2465277777777778
9,0.01388888888888886,-0.16856244450880575,-0.1630423679354217,0.2930896264229605,0.28938327467739355,0.28871235048277744,0.2750719043293987,0.009132420091324207,-0.1598031893990862,,-0.5138888888888888,0.009259259259259285,0.00347222222222221
10,0.06150793650793648,-0.1553315028105376,-0.1479220068766949,0.3046336379669718,0.29390816155522176,0.28222726617668137,0.28733348471087006,0.04337899543378996,-0.1146797030065673,,-0.5138888888888888,0.04259259259259262,0.2534722222222222
11,0.1091269841269841,-0.15091926290903807,-0.14267485889964016,0.3075196408529746,0.30446623093682057,0.3003855022337502,0.2955078716318508,0.03310502283105023,-0.15231008305692098,,-0.5138888888888888,0.07592592592592595,0.5034722222222222
12,0.15674603174603172,-0.17459902311386444,-0.16953290168157284,0.31329164662498077,0.3089911178146483,0.3094646202622846,0.29959506509234146,0.022831050228310508,-0.15842445783212777,,-0.5138888888888888,0.17592592592592596,-0.4965277777777778
13,0.20436507936507933,0.5935794584432476,0.6601567382987557,0.21661054994388382,0.20039383274677514,0.09415982129989811,0.09659778988798151,-0.497716894977169,0.5415515642275773,,-0.5138888888888888,0.5092592592592593,0.2534722222222222
14,0.251984126984127,0.05672702469887328,0.0789636515123241,0.10261343594676994,0.12497905144964089,0.10842700677330919,0.12657054193157857,0.08789954337899546,0.04457877918981203,,-0.5138888888888888,0.5425925925925926,0.5034722222222222
15,-0.4146825396825397,0.06889309172150294,0.08627036551468902,0.06076639409972822,0.08727166080107376,0.009853725320650568,0.10204738116863535,-0.04908675799086758,0.0372205487618058,,-0.1805555555555555,-0.3907407407407407,-0.4965277777777778
16,-0.3670634920634921,-0.12464308700726841,-0.11770763784832537,0.1199294532627869,0.14307859896095326,0.12139717538550132,0.15381849833484823,0.14269406392694065,-0.12346162363958492,,-0.1805555555555555,-0.3574074074074074,-0.2465277777777778
17,-0.3194444444444445,-0.13662869686955992,-0.13023074508264576,0.1790925124258461,0.162686442098208,0.1590106643608579,0.1483689070541939,-0.0011415525114155183,-0.1228172164941587,,-0.1805555555555555,-0.32407407407407407,0.00347222222222221
18,-0.27182539682539686,-0.12294992011305426,-0.11444535378519805,0.19496552829886238,0.19134405899111923,0.18235696786280337,0.19741522858007987,0.1358447488584475,-0.11772190418148637,,-0.1805555555555555,-0.2907407407407407,0.2534722222222222
19,-0.22420634920634924,-0.14763945286561003,-0.14176361347122177,0.19929453262786637,0.18229428523546276,0.18495100158524172,0.1688048743566465,-0.0593607305936073,-0.15427327691856826,,-0.1805555555555555,-0.25740740740740736,0.5034722222222222
20,-0.17658730158730163,-0.10500137484155096,-0.09578746754634038,0.14446047779381166,0.1596698508463227,0.13307032713647407,0.15654329397517514,-0.018264840182648394,-0.12579947281834047,,-0.1805555555555555,-0.15740740740740738,-0.4965277777777778
21,-0.128968253968254,-0.18176315720872493,-0.17933687613793986,0.17332050665384044,0.17626110273169215,0.18495100158524172,0.1837912503784448,0.08105022831050229,-0.18207270144800117,,-0.1805555555555555,-0.12407407407407404,-0.2465277777777778
22,-0.08134920634920638,-0.1477290119621805,-0.14117074857836112,0.19640852974186354,0.21095190212837397,0.20570327136474886,0.21376400242204138,0.08789954337899546,-0.15392859402682865,,-0.1805555555555555,-0.09074074074074072,0.00347222222222221
